# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
IPT1	YDR072C	YDR072C	protein_coding	0	1	1	9	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	1	4
IQG1	YPL242C	YPL242C	protein_coding	0	18	6	36	0	0	0	0	6	0	0	0	6	0	0	0	0	0	0	0	18	30
IRA1	YBR140C	YBR140C	protein_coding	0	52	16	66	0	0	0	0	31	0	0	0	16	0	0	0	0	0	0	0	52	35
IRA2	YOL081W	YOL081W	protein_coding	0	54	24	68	0	0	0	0	29	0	0	0	24	0	0	0	0	0	0	0	54	39
IRC10	YOL015W	YOL015W	protein_coding	0	2	0	11	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	2	5
IRC11	YOR013W	YOR013W	protein_coding	0	3	0	24	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	3	14
IRC13	YOR235W	YOR235W	protein_coding	0	0	2	6	0	0	0	0	5	0	0	0	2	0	0	0	0	0	0	0	0	1
IRC14	YOR135C	YOR135C	protein_coding	0	0	0	20	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	9
IRC15	YPL017C	YPL017C	protein_coding	0	2	0	10	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	2	0
IRC16	YPR038W	YPR038W	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
IRC18	YJL037W	YJL037W	protein_coding	0	1	0	71	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	1	38
IRC19	YLL033W	YLL033W	protein_coding	0	0	1	11	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	5
IRC20	YLR247C	YLR247C	protein_coding	0	1	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2
IRC22	YEL001C	YEL001C	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2
IRC23	YOR044W	YOR044W	protein_coding	0	0	0	45	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	18
IRC24	YIR036C	YIR036C	protein_coding	0	2	1	58	0	0	0	0	18	0	0	0	1	0	0	0	0	0	0	0	2	40
IRC25	YLR021W	YLR021W	protein_coding	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3
IRC3	YDR332W	YDR332W	protein_coding	0	0	0	11	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	6
IRC4	YDR540C	YDR540C	protein_coding	0	1	0	85	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	1	42
IRC5	YFR038W	YFR038W	protein_coding	0	19	6	50	0	0	0	0	25	0	0	0	6	0	0	0	0	0	0	0	19	25
IRC6	YFR043C	YFR043C	protein_coding	0	2	3	55	0	0	0	0	30	0	0	0	3	0	0	0	0	0	0	0	2	25
IRC7	YFR055W	YFR055W	protein_coding	0	0	1	7	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	2
IRC8	YJL051W	YJL051W	protein_coding	0	7	9	65	0	0	0	0	28	0	0	0	9	0	0	0	0	0	0	0	7	37
IRC9	YJL142C	YJL142C	protein_coding	0	0	1	23	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	22
IRE1	YHR079C	YHR079C	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
IRR1	YIL026C	YIL026C	protein_coding	0	1	1	14	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	1	11
IRS4	YKR019C	YKR019C	protein_coding	0	1	3	29	0	0	0	0	19	0	0	0	3	0	0	0	0	0	0	0	1	10
ISA1	YLL027W	YLL027W	protein_coding	0	2	0	28	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	2	16
ISA2	YPR067W	YPR067W	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ISC1	YER019W	YER019W	protein_coding	0	0	1	17	0	0	0	0	15	0	0	0	1	0	0	0	0	0	0	0	0	2
ISC10	YER180C	YER180C	protein_coding	0	3	5	65	0	0	0	0	27	0	0	0	5	0	0	0	0	0	0	0	3	38
ISD11	YER048W-A	YER048W-A	protein_coding	0	0	1	44	0	0	0	0	12	0	0	0	1	0	0	0	0	0	0	0	0	32
ISF1	YMR081C	YMR081C	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ISM1	YPL040C	YPL040C	protein_coding	0	1	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	2
ISN1	YOR155C	YOR155C	protein_coding	0	1	0	20	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	1	7
IST1	YNL265C	YNL265C	protein_coding	0	0	0	7	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	3
IST2	YBR086C	YBR086C	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
IST3	YIR005W	YIR005W	protein_coding	0	0	0	8	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	6
ISU1	YPL135W	YPL135W	protein_coding	0	0	0	9	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	2
ISU2	YOR226C	YOR226C	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ISW1	YBR245C	YBR245C	protein_coding	0	2	1	7	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	2	5
ISW2	YOR304W	YOR304W	protein_coding	0	10	4	37	0	0	0	0	31	0	0	0	4	0	0	0	0	0	0	0	10	6
ISY1	YJR050W	YJR050W	protein_coding	0	0	0	37	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	25
ITR1	YDR497C	YDR497C	protein_coding	0	17	1	48	0	0	0	0	13	0	0	0	1	0	0	0	0	0	0	0	17	35
ITR2	YOL103W	YOL103W	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ITT1	YML068W	YML068W	protein_coding	0	6	3	35	0	0	0	0	17	0	0	0	3	0	0	0	0	0	0	0	6	18
IWR1	YDL115C	YDL115C	protein_coding	1	1	2	48	0	0	0	0	24	0	0	0	2	0	0	0	0	1	0	0	1	24
IXR1	YKL032C	YKL032C	protein_coding	0	4	2	70	0	0	0	0	35	0	0	0	2	0	0	0	0	0	0	0	4	35
IZH1	YDR492W	YDR492W	protein_coding	0	0	1	7	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	6
IZH2	YOL002C	YOL002C	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
IZH3	YLR023C	YLR023C	protein_coding	0	0	1	4	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	3
IZH4	YOL101C	YOL101C	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
JEM1	YJL073W	YJL073W	protein_coding	0	0	3	10	0	0	0	0	6	0	0	0	3	0	0	0	0	0	0	0	0	4
JEN1	YKL217W	YKL217W	protein_coding	0	3	1	92	0	0	0	0	32	0	0	0	1	0	0	0	0	0	0	0	3	60
JHD1	YER051W	YER051W	protein_coding	0	1	0	27	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	1	19
JHD2	YJR119C	YJR119C	protein_coding	0	1	5	10	0	0	0	0	4	0	0	0	5	0	0	0	0	0	0	0	1	6
JID1	YPR061C	YPR061C	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
JIP3	YLR331C	YLR331C	protein_coding	0	1	0	15	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	13
JIP4	YDR475C	YDR475C	protein_coding	0	5	8	37	0	0	0	0	11	0	0	0	8	0	0	0	0	0	0	0	5	26
JIP5	YPR169W	YPR169W	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
JJJ1	YNL227C	YNL227C	protein_coding	0	2	1	9	0	0	0	0	7	0	0	0	1	0	0	0	0	0	0	0	2	2
JJJ2	YJL162C	YJL162C	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2
JJJ3	YJR097W	YJR097W	protein_coding	0	1	0	42	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	39
JLP1	YLL057C	YLL057C	protein_coding	0	3	2	88	0	0	0	0	55	0	0	0	2	0	0	0	0	0	0	0	3	33
JNM1	YMR294W	YMR294W	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
JSN1	YJR091C	YJR091C	protein_coding	0	13	4	49	0	0	0	0	23	0	0	0	4	0	0	0	0	0	0	0	13	26
KAE1	YKR038C	YKR038C	protein_coding	0	2	1	66	0	0	0	0	35	0	0	0	1	0	0	0	0	0	0	0	2	31
KAP104	YBR017C	YBR017C	protein_coding	0	0	0	11	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	3
KAP114	YGL241W	YGL241W	protein_coding	0	8	6	20	0	0	0	0	8	0	0	0	6	0	0	0	0	0	0	0	8	12
KAP120	YPL125W	YPL125W	protein_coding	0	1	0	6	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	4
KAP95	YLR347C	YLR347C	protein_coding	0	2	1	22	0	0	0	0	14	0	0	0	1	0	0	0	0	0	0	0	2	8
KAR1	YNL188W	YNL188W	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
KAR2	YJL034W	YJL034W	protein_coding	0	4	0	57	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	4	34
KAR3	YPR141C	YPR141C	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
KAR4	YCL055W	YCL055W	protein_coding	0	0	0	5	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1
KAR9	YPL269W	YPL269W	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
KCC4	YCL024W	YCL024W	protein_coding	0	3	6	15	0	0	0	0	6	0	0	0	6	0	0	0	0	0	0	0	3	9
KCH1	YJR054W	YJR054W	protein_coding	0	7	3	65	0	0	0	0	47	0	0	0	3	0	0	0	0	0	0	0	7	18
KCS1	YDR017C	YDR017C	protein_coding	0	0	2	20	0	0	0	0	9	0	0	0	2	0	0	0	0	0	0	0	0	11
KDX1	YKL161C	YKL161C	protein_coding	1	0	1	43	0	0	0	0	27	0	0	0	1	0	0	1	0	0	1	0	0	16
KEG1	YFR042W	YFR042W	protein_coding	0	4	3	52	0	0	0	0	28	0	0	0	3	0	0	0	0	0	0	0	4	24
KEI1	YDR367W	YDR367W	protein_coding	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
KEL1	YHR158C	YHR158C	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
KEL2	YGR238C	YGR238C	protein_coding	0	0	1	7	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	2
KEL3	YPL263C	YPL263C	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1
KES1	YPL145C	YPL145C	protein_coding	0	3	1	47	0	0	0	0	18	0	0	0	1	0	0	0	0	0	0	0	3	29
KEX1	YGL203C	YGL203C	protein_coding	0	8	1	33	0	0	0	0	20	0	0	0	1	0	0	0	0	0	0	0	8	13
KEX2	YNL238W	YNL238W	protein_coding	0	0	1	42	0	0	0	0	37	0	0	0	1	0	0	0	0	0	0	0	0	5
KGD1	YIL125W	YIL125W	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
KGD2	YDR148C	YDR148C	protein_coding	0	0	0	20	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	12
KHA1	YJL094C	YJL094C	protein_coding	0	1	1	15	0	0	0	0	11	0	0	0	1	0	0	0	0	0	0	0	1	4
KIN2	YLR096W	YLR096W	protein_coding	0	3	0	41	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	3	25
KIN28	YDL108W	YDL108W	protein_coding	1	0	2	53	0	0	0	0	26	0	0	0	2	0	0	0	0	1	0	0	0	27
KIN3	YAR018C	YAR018C	protein_coding	0	3	0	25	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	3	12
KIN4	YOR233W	YOR233W	protein_coding	0	0	1	5	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0
KIN82	YCR091W	YCR091W	protein_coding	0	0	1	6	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	3
KIP1	YBL063W	YBL063W	protein_coding	0	1	1	3	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	1	0
KIP2	YPL155C	YPL155C	protein_coding	0	1	1	27	0	0	0	0	21	0	0	0	1	0	0	0	0	0	0	0	1	6
KIP3	YGL216W	YGL216W	protein_coding	0	6	4	26	0	0	0	0	11	0	0	0	4	0	0	0	0	0	0	0	6	15
KKQ8	YKL168C	YKL168C	protein_coding	0	5	2	30	0	0	0	0	13	0	0	0	2	0	0	0	0	0	0	0	5	17
KNH1	YDL049C	YDL049C	protein_coding	0	0	0	30	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	21
KNS1	YLL019C	YLL019C	protein_coding	0	0	1	23	0	0	0	0	7	0	0	0	1	0	0	0	0	0	0	0	0	16
KOG1	YHR186C	YHR186C	protein_coding	0	0	0	11	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	7
KRE1	YNL322C	YNL322C	protein_coding	0	7	4	64	0	0	0	0	40	0	0	0	4	0	0	0	0	0	0	0	7	24
KRE2	YDR483W	YDR483W	protein_coding	0	0	0	13	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	12
KRE28	YDR532C	YDR532C	protein_coding	0	1	2	66	0	0	0	0	22	0	0	0	2	0	0	0	0	0	0	0	1	44
KRE29	YER038C	YER038C	protein_coding	0	1	1	15	0	0	0	0	8	0	0	0	1	0	0	0	0	0	0	0	1	7
KRE33	YNL132W	YNL132W	protein_coding	0	2	5	13	0	0	0	0	2	0	0	0	5	0	0	0	0	0	0	0	2	11
KRE5	YOR336W	YOR336W	protein_coding	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3
KRE6	YPR159W	YPR159W	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1
KRE9	YJL174W	YJL174W	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3
KRI1	YNL308C	YNL308C	protein_coding	0	0	1	15	0	0	0	0	12	0	0	0	1	0	0	0	0	0	0	0	0	3
KRR1	YCL059C	YCL059C	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
KRS1	YDR037W	YDR037W	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
KSH1	YNL024C-A	YNL024C-A	protein_coding	0	0	0	34	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	17
KSS1	YGR040W	YGR040W	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
KTI11	YBL071W-A	YBL071W-A	protein_coding	0	0	0	6	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4
KTI12	YKL110C	YKL110C	protein_coding	0	0	2	40	0	0	0	0	17	0	0	0	2	0	0	0	0	0	0	0	0	23
KTR1	YOR099W	YOR099W	protein_coding	0	2	1	43	0	0	0	0	23	0	0	0	1	0	0	0	0	0	0	0	2	20
KTR2	YKR061W	YKR061W	protein_coding	0	5	2	50	0	0	0	0	29	0	0	0	2	0	0	0	0	0	0	0	5	21
KTR3	YBR205W	YBR205W	protein_coding	0	4	0	70	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	4	42
KTR4	YBR199W	YBR199W	protein_coding	0	5	4	78	0	0	0	0	38	0	0	0	4	0	0	1	0	0	0	1	4	40
KTR5	YNL029C	YNL029C	protein_coding	0	4	3	16	0	0	0	0	7	0	0	0	3	0	0	0	0	0	0	0	4	9
KTR6	YPL053C	YPL053C	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KTR7	YIL085C	YIL085C	protein_coding	0	10	3	73	0	0	0	0	51	0	0	0	3	0	0	0	0	0	0	0	10	22
LAC1	YKL008C	YKL008C	protein_coding	0	3	1	32	0	0	0	0	13	0	0	0	1	0	0	0	0	0	0	0	3	19
LAG1	YHL003C	YHL003C	protein_coding	0	0	0	8	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4
LAG2	YOL025W	YOL025W	protein_coding	0	0	0	7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6
LAP2	YNL045W	YNL045W	protein_coding	0	4	4	33	0	0	0	0	14	0	0	0	4	0	0	0	0	0	0	0	4	19
LAP3	YNL239W	YNL239W	protein_coding	0	0	0	19	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	5
LAS1	YKR063C	YKR063C	protein_coding	0	4	2	58	0	0	0	0	25	0	0	0	2	0	0	0	0	0	0	0	4	33
LAS17	YOR181W	YOR181W	protein_coding	0	0	1	8	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	3
LAS21	YJL062W	YJL062W	protein_coding	0	1	0	31	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	1	8
LAT1	YNL071W	YNL071W	protein_coding	0	0	1	6	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	3
LCB1	YMR296C	YMR296C	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
LCB2	YDR062W	YDR062W	protein_coding	0	0	0	15	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	3
LCB3	YJL134W	YJL134W	protein_coding	0	0	0	28	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	1
LCB5	YLR260W	YLR260W	protein_coding	0	1	1	16	0	0	0	0	12	0	0	0	1	0	0	0	0	0	0	0	1	4
LCD1	YDR499W	YDR499W	protein_coding	0	8	5	73	0	0	0	0	29	0	0	0	5	0	0	0	0	0	0	0	8	44
LCL1	YPL056C	YPL056C	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
LCL2	YLR104W	YLR104W	protein_coding	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3
LCP5	YER127W	YER127W	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LDB16	YCL005W	YCL005W	protein_coding	0	0	0	8	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	5
LDB17	YDL146W	YDL146W	protein_coding	0	10	2	26	0	0	0	0	13	0	0	0	2	0	0	0	0	0	0	0	10	13
LDB18	YLL049W	YLL049W	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
LDB19	YOR322C	YOR322C	protein_coding	0	1	0	7	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	5
LDB7	YBL006C	YBL006C	protein_coding	0	2	2	27	0	0	0	0	12	0	0	0	2	0	0	0	0	0	0	0	2	15
LDH1	YBR204C	YBR204C	protein_coding	0	6	5	59	0	0	0	0	31	0	0	0	5	0	0	0	0	0	0	0	6	28
LDS2	YOL047C	YOL047C	protein_coding	0	0	0	29	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	20
LEA1	YPL213W	YPL213W	protein_coding	0	0	0	9	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	5
LEE1	YPL054W	YPL054W	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LEM3	YNL323W	YNL323W	protein_coding	0	5	1	74	0	0	0	0	31	0	0	0	1	0	0	0	0	0	0	0	5	43
LEO1	YOR123C	YOR123C	protein_coding	0	3	0	15	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	3	10
LEU2	YCL018W	YCL018W	protein_coding	0	5	0	31	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	5	0
LEU3	YLR451W	YLR451W	protein_coding	0	2	4	44	0	0	0	0	25	0	0	0	4	0	0	0	0	0	0	0	2	19
LEU4	YNL104C	YNL104C	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LEU5	YHR002W	YHR002W	protein_coding	0	0	0	6	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4
LEU9	YOR108W	YOR108W	protein_coding	0	2	0	37	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	2	22
LGE1	YPL055C	YPL055C	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LHP1	YDL051W	YDL051W	protein_coding	0	0	0	25	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	8
LHS1	YKL073W	YKL073W	protein_coding	0	4	3	7	0	0	0	0	5	0	0	0	3	0	0	0	0	0	0	0	4	2
LIA1	YJR070C	YJR070C	protein_coding	0	3	0	40	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	3	33
LIN1	YHR156C	YHR156C	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LIP1	YMR298W	YMR298W	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
LIP2	YLR239C	YLR239C	protein_coding	0	0	0	8	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	1
LIP5	YOR196C	YOR196C	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
LNP1	YHR192W	YHR192W	protein_coding	0	0	0	12	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	8
LOC1	YFR001W	YFR001W	protein_coding	0	0	0	26	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	21
LOH1	YJL038C	YJL038C	protein_coding	0	1	3	65	0	0	0	0	27	0	0	0	3	0	0	0	0	0	0	0	1	38
LOS1	YKL205W	YKL205W	protein_coding	0	5	3	52	0	0	0	0	12	0	0	0	3	0	0	0	0	0	0	0	5	40
LOT5	YKL183W	YKL183W	protein_coding	0	0	0	27	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	17
LOT6	YLR011W	YLR011W	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
LPD1	YFL018C	YFL018C	protein_coding	0	16	1	55	0	0	0	0	19	0	0	0	1	0	0	0	0	0	0	0	16	36
LPL1	YOR059C	YOR059C	protein_coding	0	0	1	24	0	0	0	0	9	0	0	0	1	0	0	0	0	0	0	0	0	15
LPP1	YDR503C	YDR503C	protein_coding	0	3	2	79	0	0	0	0	29	0	0	0	2	0	0	0	0	0	0	0	3	50
LPX1	YOR084W	YOR084W	protein_coding	0	3	1	35	0	0	0	0	16	0	0	0	1	0	0	0	0	0	0	0	3	19
LRE1	YCL051W	YCL051W	protein_coding	0	0	0	6	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4
LRG1	YDL240W	YDL240W	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2
LRO1	YNR008W	YNR008W	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2
LRS4	YDR439W	YDR439W	protein_coding	0	0	0	29	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	7
LSB3	YFR024C-A	YFR024C-A	protein_coding	0	0	0	52	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	33
LSB6	YJL100W	YJL100W	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1
LSC1	YOR142W	YOR142W	protein_coding	0	2	1	16	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	2	15
LSC2	YGR244C	YGR244C	protein_coding	0	0	0	10	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	1
LSG1	YGL099W	YGL099W	protein_coding	0	0	0	8	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0
LSM1	YJL124C	YJL124C	protein_coding	0	0	0	37	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	21
LSM2	YBL026W	YBL026W	protein_coding	0	0	0	51	0	0	0	0	25	0	0	1	0	0	0	0	0	0	0	0	0	25
LSM3	YLR438C-A	YLR438C-A	protein_coding	0	1	0	14	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	1	8
LSM6	YDR378C	YDR378C	protein_coding	0	0	0	7	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
LSM7	YNL147W	YNL147W	protein_coding	0	0	0	6	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2
LSM8	YJR022W	YJR022W	protein_coding	0	0	0	34	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	19
LSO1	YJR005C-A	YJR005C-A	protein_coding	0	0	0	36	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	29
LSO2	YGR169C-A	YGR169C-A	protein_coding	0	0	0	10	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	2
LSP1	YPL004C	YPL004C	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2
LSR1	LSR1	LSR1	snRNA	0	0	0	77	0	0	0	0	41	0	0	0	0	11	0	0	0	0	0	0	0	25
LST4	YKL176C	YKL176C	protein_coding	0	7	2	31	0	0	0	0	15	0	0	0	2	0	0	0	0	0	0	0	7	16
LST8	YNL006W	YNL006W	protein_coding	0	0	0	12	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	11
LTE1	YAL024C	YAL024C	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
LTO1	YNL260C	YNL260C	protein_coding	1	0	0	6	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	4
LTP1	YPR073C	YPR073C	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2
LTV1	YKL143W	YKL143W	protein_coding	0	8	1	43	0	0	0	0	32	0	0	0	1	0	0	0	0	0	0	0	8	11
LUC7	YDL087C	YDL087C	protein_coding	0	5	2	49	0	0	0	0	24	0	0	0	2	0	0	0	0	0	0	0	5	25
LYP1	YNL268W	YNL268W	protein_coding	0	0	0	8	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4
